Locus	ProteinID	uniprot_id	Gene	CDS
b1360	NP_415878.1	P77546	ydaV	lcl|NC_000913.3_cds_NP_415878.1_1349
b1361	YP_009518776.1	P76066	ydaW	lcl|NC_000913.3_cds_YP_009518776.1_1350
b4528	YP_588452.1	P58042	rzoR	lcl|NC_000913.3_cds_YP_588452.1_1351
b1363	NP_415881.1	P23849	trkG	lcl|NC_000913.3_cds_NP_415881.1_1352
b1365	NP_415883.1	P76068	ynaK	lcl|NC_000913.3_cds_NP_415883.1_1353
b1366	YP_009518777.1	P76069	ydaY	lcl|NC_000913.3_cds_YP_009518777.1_1354
b1368	YP_009518778.1	P77658	ynaA	lcl|NC_000913.3_cds_YP_009518778.1_1355
b4570	NA	NA	lomR	NA
b1370	NP_415888.1	P76071	insH5	lcl|NC_000913.3_cds_NP_415888.1_1357
b1372	NP_415890.2	P76072	stfR	lcl|NC_000913.3_cds_NP_415890.2_1358
b1373	NP_415891.1	P77163	tfaR	lcl|NC_000913.3_cds_NP_415891.1_1359
b1374	NP_415892.1	P0ADI0	pinR	lcl|NC_000913.3_cds_NP_415892.1_1360
b1375	NP_415893.2	P76073	ynaE	lcl|NC_000913.3_cds_NP_415893.2_1361
b4744	YP_009518779.1	P0DPO4	ynaM	lcl|NC_000913.3_cds_YP_009518779.1_1362
b1376	NP_415894.4	P37903	uspF	lcl|NC_000913.3_cds_NP_415894.4_1363
b1377	NP_415895.1	P77747	ompN	lcl|NC_000913.3_cds_NP_415895.1_1364
b1378	NP_415896.1	P52647	ydbK	lcl|NC_000913.3_cds_NP_415896.1_1365
b4529	YP_588453.1	P0ACW2	ydbJ	lcl|NC_000913.3_cds_YP_588453.1_1366
b1379	NP_415897.1	P52644	hslJ	lcl|NC_000913.3_cds_NP_415897.1_1367
b1380	NP_415898.1	P52643	ldhA	lcl|NC_000913.3_cds_NP_415898.1_1368
b1381	NP_415899.1	P52645	ydbH	lcl|NC_000913.3_cds_NP_415899.1_1369
b1382	NP_415900.1	P64448	ynbE	lcl|NC_000913.3_cds_NP_415900.1_1370
b1383	NP_415901.2	P76076	ydbL	lcl|NC_000913.3_cds_NP_415901.2_1371
b1384	NP_415902.1	Q47129	feaR	lcl|NC_000913.3_cds_NP_415902.1_1372
b1385	NP_415903.4	P80668	feaB	lcl|NC_000913.3_cds_NP_415903.4_1373
b1386	NP_415904.3	P46883	tynA	lcl|NC_000913.3_cds_NP_415904.3_1374
b1387	NP_415905.1	P77455	paaZ	lcl|NC_000913.3_cds_NP_415905.1_1375
b1388	NP_415906.1	P76077	paaA	lcl|NC_000913.3_cds_NP_415906.1_1376
b1389	NP_415907.1	P76078	paaB	lcl|NC_000913.3_cds_NP_415907.1_1377
b1390	NP_415908.1	P76079	paaC	lcl|NC_000913.3_cds_NP_415908.1_1378
b1391	NP_415909.4	P76080	paaD	lcl|NC_000913.3_cds_NP_415909.4_1379
b1392	NP_415910.1	P76081	paaE	lcl|NC_000913.3_cds_NP_415910.1_1380
b1393	NP_415911.1	P76082	paaF	lcl|NC_000913.3_cds_NP_415911.1_1381
b1394	NP_415912.1	P77467	paaG	lcl|NC_000913.3_cds_NP_415912.1_1382
b1395	NP_415913.1	P76083	paaH	lcl|NC_000913.3_cds_NP_415913.1_1383
b1396	NP_415914.1	P76084	paaI	lcl|NC_000913.3_cds_NP_415914.1_1384
b1397	NP_415915.1	P0C7L2	paaJ	lcl|NC_000913.3_cds_NP_415915.1_1385
b1398	NP_415916.1	P76085	paaK	lcl|NC_000913.3_cds_NP_415916.1_1386
b1399	NP_415917.1	P76086	paaX	lcl|NC_000913.3_cds_NP_415917.1_1387
b1400	NP_415918.1	P77181	paaY	lcl|NC_000913.3_cds_NP_415918.1_1388
b4674	YP_002791240.1	C1P600	ynbG	lcl|NC_000913.3_cds_YP_002791240.1_1389
b4492	NA	NA	ydbA	NA
b1402	NP_415920.1	P0CF54	insD2	lcl|NC_000913.3_cds_NP_415920.1_1391
b1403	NP_415921.2	P0CF41	insC2	lcl|NC_000913.3_cds_NP_415921.2_1392
b1404	NP_415922.1	P0CF89	insI2	lcl|NC_000913.3_cds_NP_415922.1_1393
b1406	NP_415924.1	P25906	pdxI	lcl|NC_000913.3_cds_NP_415924.1_1394
b1407	NP_415925.2	P25907	ydbD	lcl|NC_000913.3_cds_NP_415925.2_1395
b1408	NP_415926.4	P76090	ynbA	lcl|NC_000913.3_cds_NP_415926.4_1396
b1409	NP_415927.1	P76091	ynbB	lcl|NC_000913.3_cds_NP_415927.1_1397
b1410	NP_415928.1	P76092	ynbC	lcl|NC_000913.3_cds_NP_415928.1_1398
b1411	NP_415929.1	P76093	ynbD	lcl|NC_000913.3_cds_NP_415929.1_1399
b1412	NP_415930.1	P41407	azoR	lcl|NC_000913.3_cds_NP_415930.1_1400
b1413	NP_415931.4	P43329	hrpA	lcl|NC_000913.3_cds_NP_415931.4_1401
b1414	NP_415932.1	P34209	ydcF	lcl|NC_000913.3_cds_NP_415932.1_1402
b1415	NP_415933.1	P25553	aldA	lcl|NC_000913.3_cds_NP_415933.1_1403
b1418	NP_415935.2	P0ABE5	cybB	lcl|NC_000913.3_cds_NP_415935.2_1404
b1419	NP_415936.1	P0ACW4	ydcA	lcl|NC_000913.3_cds_NP_415936.1_1405
b4774	YP_010051184.1	P0DSF2	yncP	lcl|NC_000913.3_cds_YP_010051184.1_1406
b4428	YP_025301.1	P77494	hokB	lcl|NC_000913.3_cds_YP_025301.1_1407
b1420	NP_415937.1	P76096	mokB	lcl|NC_000913.3_cds_NP_415937.1_1408
b1421	NP_415938.1	P05704	trg	lcl|NC_000913.3_cds_NP_415938.1_1409
b1422	NP_415939.2	P77171	ydcI	lcl|NC_000913.3_cds_NP_415939.2_1410
b1423	NP_415940.1	P76097	ydcJ	lcl|NC_000913.3_cds_NP_415940.1_1411
b1424	NP_415941.5	P40120	opgD	lcl|NC_000913.3_cds_NP_415941.5_1412
b1426	NP_415943.4	P0ACW6	ydcH	lcl|NC_000913.3_cds_NP_415943.4_1413
b1427	NP_415944.1	P13857	rimL	lcl|NC_000913.3_cds_NP_415944.1_1414
b1428	NP_415945.1	P76100	ydcK	lcl|NC_000913.3_cds_NP_415945.1_1415
b1429	NP_415946.1	P25396	tehA	lcl|NC_000913.3_cds_NP_415946.1_1416
b1430	NP_415947.1	P25397	tehB	lcl|NC_000913.3_cds_NP_415947.1_1417
b1431	NP_415948.1	P64451	ydcL	lcl|NC_000913.3_cds_NP_415948.1_1418
b1432	NP_415949.3	P76102	insQ	lcl|NC_000913.3_cds_NP_415949.3_1419
b1433	NP_415950.4	P76103	ydcO	lcl|NC_000913.3_cds_NP_415950.4_1420
b1434	NP_415951.1	P77626	sutR	lcl|NC_000913.3_cds_NP_415951.1_1421
b1435	NP_415952.2	P76104	rlhA	lcl|NC_000913.3_cds_NP_415952.2_1422
b1436	NP_415953.1	P64459	yncJ	lcl|NC_000913.3_cds_NP_415953.1_1423
b4532	NP_415954.2	P76106	hicA	lcl|NC_000913.3_cds_NP_415954.2_1424
b1438	NP_415955.2	P67697	hicB	lcl|NC_000913.3_cds_NP_415955.2_1425
b1439	NP_415956.1	P77730	ydcR	lcl|NC_000913.3_cds_NP_415956.1_1426
b1440	NP_415957.1	P76108	ydcS	lcl|NC_000913.3_cds_NP_415957.1_1427
b1441	NP_415958.1	P77795	ydcT	lcl|NC_000913.3_cds_NP_415958.1_1428
b1442	NP_415959.1	P77156	ydcU	lcl|NC_000913.3_cds_NP_415959.1_1429
b1443	NP_415960.1	P0AFR9	ydcV	lcl|NC_000913.3_cds_NP_415960.1_1430
b1444	NP_415961.1	P77674	patD	lcl|NC_000913.3_cds_NP_415961.1_1431
b4598	YP_001165318.1	A5A615	yncL	lcl|NC_000913.3_cds_YP_001165318.1_1432
b1445	NP_415962.2	P64453	ortT	lcl|NC_000913.3_cds_NP_415962.2_1433
b1446	NP_415963.1	P64455	ydcY	lcl|NC_000913.3_cds_NP_415963.1_1434
b1447	NP_415964.1	P76111	ydcZ	lcl|NC_000913.3_cds_NP_415964.1_1435
b1448	NP_415965.1	P76112	mnaT	lcl|NC_000913.3_cds_NP_415965.1_1436
b1449	NP_415966.6	P76113	curA	lcl|NC_000913.3_cds_NP_415966.6_1437
b1450	NP_415967.2	P76114	mcbR	lcl|NC_000913.3_cds_NP_415967.2_1438
b1451	NP_415968.1	P76115	yncD	lcl|NC_000913.3_cds_NP_415968.1_1439
b1452	NP_415969.1	P76116	yncE	lcl|NC_000913.3_cds_NP_415969.1_1440
b1453	NP_415970.4	P77610	ansP	lcl|NC_000913.3_cds_NP_415970.4_1441
b1454	NP_415971.1	P76117	yncG	lcl|NC_000913.3_cds_NP_415971.1_1442
b1455	NP_415972.1	P76118	yncH	lcl|NC_000913.3_cds_NP_415972.1_1443
b1457	NP_415974.1	P31991	ydcD	lcl|NC_000913.3_cds_NP_415974.1_1444
b4745	YP_009518780.1	P0DPO5	yncO	lcl|NC_000913.3_cds_YP_009518780.1_1445
b1460	NP_415977.1	P28917	ydcC	lcl|NC_000913.3_cds_NP_415977.1_1446
b1461	NP_415978.1	P31992	pptA	lcl|NC_000913.3_cds_NP_415978.1_1447
b1462	NP_415979.2	P76121	yddH	lcl|NC_000913.3_cds_NP_415979.2_1448
b1463	NP_415980.1	P77567	nhoA	lcl|NC_000913.3_cds_NP_415980.1_1449
b1464	NP_415981.1	P37757	yddE	lcl|NC_000913.3_cds_NP_415981.1_1450
b1465	NP_415982.1	P0AF32	narV	lcl|NC_000913.3_cds_NP_415982.1_1451
b1466	NP_415983.1	P19317	narW	lcl|NC_000913.3_cds_NP_415983.1_1452
b1467	NP_415984.1	P19318	narY	lcl|NC_000913.3_cds_NP_415984.1_1453
b1468	NP_415985.1	P19319	narZ	lcl|NC_000913.3_cds_NP_415985.1_1454
b1469	NP_415986.1	P37758	narU	lcl|NC_000913.3_cds_NP_415986.1_1455
b1471	YP_009518781.1	P76123	yddK	lcl|NC_000913.3_cds_YP_009518781.1_1456
b1472	YP_009518782.1	P77519	yddL	lcl|NC_000913.3_cds_YP_009518782.1_1457
b1473	NP_415990.5	P46136	yddG	lcl|NC_000913.3_cds_NP_415990.5_1458
b1474	NP_415991.1	P24183	fdnG	lcl|NC_000913.3_cds_NP_415991.1_1459
b1475	NP_415992.1	P0AAJ3	fdnH	lcl|NC_000913.3_cds_NP_415992.1_1460
b1476	NP_415993.1	P0AEK7	fdnI	lcl|NC_000913.3_cds_NP_415993.1_1461
b1477	NP_415994.4	P67699	yddM	lcl|NC_000913.3_cds_NP_415994.4_1462
b1478	NP_415995.4	P39451	adhP	lcl|NC_000913.3_cds_NP_415995.4_1463
b1479	NP_415996.2	P26616	maeA	lcl|NC_000913.3_cds_NP_415996.2_1464
b1480	NP_415997.1	P68191	sra	lcl|NC_000913.3_cds_NP_415997.1_1465
b1481	NP_415998.4	P76127	bdm	lcl|NC_000913.3_cds_NP_415998.4_1466
b1482	NP_415999.1	P0C0L2	osmC	lcl|NC_000913.3_cds_NP_415999.1_1467
b1483	NP_416000.1	P77622	ddpF	lcl|NC_000913.3_cds_NP_416000.1_1468
b1484	NP_416001.1	P77268	ddpD	lcl|NC_000913.3_cds_NP_416001.1_1469
b1485	NP_416002.1	P77463	ddpC	lcl|NC_000913.3_cds_NP_416002.1_1470
b1486	NP_416003.1	P77308	ddpB	lcl|NC_000913.3_cds_NP_416003.1_1471
b1487	NP_416004.1	P76128	ddpA	lcl|NC_000913.3_cds_NP_416004.1_1472
b1488	NP_416005.1	P77790	ddpX	lcl|NC_000913.3_cds_NP_416005.1_1473
b1489	NP_416006.4	P76129	dosP	lcl|NC_000913.3_cds_NP_416006.4_1474
b1490	NP_416007.3	P0AA89	dosC	lcl|NC_000913.3_cds_NP_416007.3_1475
b4746	YP_009518783.1	P0DPO6	yddY	lcl|NC_000913.3_cds_YP_009518783.1_1476
b1491	NP_416008.1	P64426	digH	lcl|NC_000913.3_cds_NP_416008.1_1477
b1492	NP_416009.1	P63235	gadC	lcl|NC_000913.3_cds_NP_416009.1_1478
b1493	NP_416010.1	P69910	gadB	lcl|NC_000913.3_cds_NP_416010.1_1479
b1494	NP_416011.1	P31828	pqqL	lcl|NC_000913.3_cds_NP_416011.1_1480
b1495	NP_416012.1	P31827	yddB	lcl|NC_000913.3_cds_NP_416012.1_1481
b1496	NP_416013.1	P31826	yddA	lcl|NC_000913.3_cds_NP_416013.1_1482
b4747	YP_009518784.1	P0DPO7	yneP	lcl|NC_000913.3_cds_YP_009518784.1_1483
b1497	NP_416014.4	P76134	ydeM	lcl|NC_000913.3_cds_NP_416014.4_1484
b1498	NP_416015.2	P77318	ydeN	lcl|NC_000913.3_cds_NP_416015.2_1485
b1499	NP_416016.1	P76135	ydeO	lcl|NC_000913.3_cds_NP_416016.1_1486
b1500	NP_416017.1	P76136	safA	lcl|NC_000913.3_cds_NP_416017.1_1487
b1501	NP_416018.1	P77561	ydeP	lcl|NC_000913.3_cds_NP_416018.1_1488
b1502	NP_416019.1	P77588	ydeQ	lcl|NC_000913.3_cds_NP_416019.1_1489
b1503	NP_416020.1	P77294	ydeR	lcl|NC_000913.3_cds_NP_416020.1_1490
b1504	NP_416021.1	P77789	ydeS	lcl|NC_000913.3_cds_NP_416021.1_1491
b1505	YP_009518785.1	P76137	ydeT	lcl|NC_000913.3_cds_YP_009518785.1_1492
b1507	NP_416024.1	P23874	hipA	lcl|NC_000913.3_cds_NP_416024.1_1493
b1508	NP_416025.1	P23873	hipB	lcl|NC_000913.3_cds_NP_416025.1_1494
b1511	NP_416028.3	P77432	lsrK	lcl|NC_000913.3_cds_NP_416028.3_1495
b1512	NP_416029.1	P76141	lsrR	lcl|NC_000913.3_cds_NP_416029.1_1496
b1513	NP_416030.1	P77257	lsrA	lcl|NC_000913.3_cds_NP_416030.1_1497
b1514	NP_416031.1	P77672	lsrC	lcl|NC_000913.3_cds_NP_416031.1_1498
b1515	NP_416032.1	P0AFS1	lsrD	lcl|NC_000913.3_cds_NP_416032.1_1499
b1516	NP_416033.1	P76142	lsrB	lcl|NC_000913.3_cds_NP_416033.1_1500
b1517	NP_416034.1	P76143	lsrF	lcl|NC_000913.3_cds_NP_416034.1_1501
b1518	NP_416035.1	P64461	lsrG	lcl|NC_000913.3_cds_NP_416035.1_1502
b1519	NP_416036.1	P76145	tam	lcl|NC_000913.3_cds_NP_416036.1_1503
b1520	NP_416037.2	P76146	yneE	lcl|NC_000913.3_cds_NP_416037.2_1504
b1521	YP_025302.1	P0A6L7	uxaB	lcl|NC_000913.3_cds_YP_025302.1_1505
b1522	NP_416039.1	P76147	dgcF	lcl|NC_000913.3_cds_NP_416039.1_1506
b1523	NP_416040.1	P76148	yneG	lcl|NC_000913.3_cds_NP_416040.1_1507
b1524	NP_416041.1	P0A6W0	glsB	lcl|NC_000913.3_cds_NP_416041.1_1508
b1525	NP_416042.2	P76149	sad	lcl|NC_000913.3_cds_NP_416042.2_1509
b1526	NP_416043.1	P77309	yneJ	lcl|NC_000913.3_cds_NP_416043.1_1510
b1527	NP_416044.1	P76150	yneK	lcl|NC_000913.3_cds_NP_416044.1_1511
b1528	NP_416045.1	P31122	ydeA	lcl|NC_000913.3_cds_NP_416045.1_1512
b1529	NP_416046.1	P0AEY1	marC	lcl|NC_000913.3_cds_NP_416046.1_1513
b1530	NP_416047.4	P27245	marR	lcl|NC_000913.3_cds_NP_416047.4_1514
b1531	NP_416048.2	P0ACH5	marA	lcl|NC_000913.3_cds_NP_416048.2_1515
b1532	NP_416049.1	P31121	marB	lcl|NC_000913.3_cds_NP_416049.1_1516
b1533	NP_416050.4	P31125	eamA	lcl|NC_000913.3_cds_NP_416050.4_1517
b1534	NP_416051.1	P31126	ydeE	lcl|NC_000913.3_cds_NP_416051.1_1518
b4599	YP_001165319.1	A5A616	mgtS	lcl|NC_000913.3_cds_YP_001165319.1_1519
b4775	YP_010051185.1	P0DSF3	mgtT	lcl|NC_000913.3_cds_YP_010051185.1_1520
b1535	NP_416052.1	P31129	dgcZ	lcl|NC_000913.3_cds_NP_416052.1_1521
b1536	NP_416054.1	P31130	ydeI	lcl|NC_000913.3_cds_NP_416054.1_1522
b1537	NP_416055.1	P31131	ydeJ	lcl|NC_000913.3_cds_NP_416055.1_1523
b1538	NP_416056.1	P24171	dcp	lcl|NC_000913.3_cds_NP_416056.1_1524
b1539	NP_416057.1	P39831	ydfG	lcl|NC_000913.3_cds_NP_416057.1_1525
b1540	NP_416058.1	P0ACM2	rspR	lcl|NC_000913.3_cds_NP_416058.1_1526
b1541	NP_416059.1	P64463	ydfZ	lcl|NC_000913.3_cds_NP_416059.1_1527
b1542	NP_416060.1	P77260	ydfI	lcl|NC_000913.3_cds_NP_416060.1_1528
b1543	YP_009518786.1	P77228	ydfJ	lcl|NC_000913.3_cds_YP_009518786.1_1529
b4748	YP_009518787.1	P0DPO8	ynfT	lcl|NC_000913.3_cds_YP_009518787.1_1530
b1544	NP_416062.2	P76154	ydfK	lcl|NC_000913.3_cds_NP_416062.2_1531
b1545	NP_416063.1	P77170	pinQ	lcl|NC_000913.3_cds_NP_416063.1_1532
b1546	NP_416064.1	P76155	tfaQ	lcl|NC_000913.3_cds_NP_416064.1_1533
b1547	NP_416065.1	P77515	stfQ	lcl|NC_000913.3_cds_NP_416065.1_1534
b1548	YP_009518788.1	P31061	nohA	lcl|NC_000913.3_cds_YP_009518788.1_1535
b4533	YP_588454.1	Q2EES0	ynfO	lcl|NC_000913.3_cds_YP_588454.1_1536
b1549	NP_416067.2	P76156	ydfO	lcl|NC_000913.3_cds_NP_416067.2_1537
b1550	NP_416068.2	P77695	gnsB	lcl|NC_000913.3_cds_NP_416068.2_1538
b1551	NP_416069.2	P76157	ynfN	lcl|NC_000913.3_cds_NP_416069.2_1539
b4749	YP_009518789.1	P0DPO9	ynfR	lcl|NC_000913.3_cds_YP_009518789.1_1540
b4724	YP_009518790.1	P0DPC9	ynfQ	lcl|NC_000913.3_cds_YP_009518790.1_1541
b1552	NP_416070.1	P0A986	cspI	lcl|NC_000913.3_cds_NP_416070.1_1542
b1553	NP_416071.1	P76158	rzpQ	lcl|NC_000913.3_cds_NP_416071.1_1543
b4689	YP_002791241.1	C1P601	rzoQ	lcl|NC_000913.3_cds_YP_002791241.1_1544
b1554	NP_416072.1	P76159	rrrQ	lcl|NC_000913.3_cds_NP_416072.1_1545
b1555	NP_416073.1	P76160	ydfR	lcl|NC_000913.3_cds_NP_416073.1_1546
b1556	NP_416074.4	P77237	essQ	lcl|NC_000913.3_cds_NP_416074.4_1547
b4776	YP_010051186.1	P0DSF4	ynfU	lcl|NC_000913.3_cds_YP_010051186.1_1548
b1557	NP_416075.1	P36995	cspB	lcl|NC_000913.3_cds_NP_416075.1_1549
b1558	NP_416076.1	P0A976	cspF	lcl|NC_000913.3_cds_NP_416076.1_1550
b4750	YP_009518791.1	P0DPP0	ynfS	lcl|NC_000913.3_cds_YP_009518791.1_1551
b1559	NP_416077.4	P76161	ydfT	lcl|NC_000913.3_cds_NP_416077.4_1552
b1560	NP_416078.4	P76162	ydfU	lcl|NC_000913.3_cds_NP_416078.4_1553
b1561	NP_416079.1	P07010	rem	lcl|NC_000913.3_cds_NP_416079.1_1554
b1562	NP_416080.1	P0ACG6	hokD	lcl|NC_000913.3_cds_NP_416080.1_1555
b1563	NP_416081.1	P0C077	relE	lcl|NC_000913.3_cds_NP_416081.1_1556
b1564	NP_416082.1	P0C079	relB	lcl|NC_000913.3_cds_NP_416082.1_1557
b1565	NP_416083.1	P76163	ydfV	lcl|NC_000913.3_cds_NP_416083.1_1558
b1566	NP_416084.1	P77609	flxA	lcl|NC_000913.3_cds_NP_416084.1_1559
b1567	YP_009518792.1	P76164	ydfW	lcl|NC_000913.3_cds_YP_009518792.1_1560
b1568	YP_009518793.1	P76165	ydfX	lcl|NC_000913.3_cds_YP_009518793.1_1561
b1569	NP_416087.1	P06965	dicC	lcl|NC_000913.3_cds_NP_416087.1_1562
b1570	NP_416088.1	P06966	dicA	lcl|NC_000913.3_cds_NP_416088.1_1563
b1571	NP_416089.1	P0ACW8	ydfA	lcl|NC_000913.3_cds_NP_416089.1_1564
b1572	NP_416090.2	P29009	ydfB	lcl|NC_000913.3_cds_NP_416090.2_1565
b1573	NP_416091.1	P21418	ydfC	lcl|NC_000913.3_cds_NP_416091.1_1566
b1575	NP_416092.1	P09557	dicB	lcl|NC_000913.3_cds_NP_416092.1_1567
b1576	NP_416093.1	P29010	ydfD	lcl|NC_000913.3_cds_NP_416093.1_1568
b4534	YP_009518794.1	P0DPP1	ynfP	lcl|NC_000913.3_cds_YP_009518794.1_1569
b1580	NP_416097.1	P38105	rspB	lcl|NC_000913.3_cds_NP_416097.1_1570
b1581	NP_416098.1	P38104	rspA	lcl|NC_000913.3_cds_NP_416098.1_1571
b1582	NP_416099.1	P76169	ynfA	lcl|NC_000913.3_cds_NP_416099.1_1572
b1583	NP_416100.1	P76170	ynfB	lcl|NC_000913.3_cds_NP_416100.1_1573
b1584	NP_416101.1	P0A951	speG	lcl|NC_000913.3_cds_NP_416101.1_1574
b1585	NP_416102.2	P67553	ynfC	lcl|NC_000913.3_cds_NP_416102.2_1575
b1586	NP_416103.2	P76172	ynfD	lcl|NC_000913.3_cds_NP_416103.2_1576
b1587	NP_416104.1	P77374	ynfE	lcl|NC_000913.3_cds_NP_416104.1_1577
b1588	NP_416105.4	P77783	ynfF	lcl|NC_000913.3_cds_NP_416105.4_1578
b1589	NP_416106.1	P0AAJ1	ynfG	lcl|NC_000913.3_cds_NP_416106.1_1579
b1590	NP_416107.1	P76173	ynfH	lcl|NC_000913.3_cds_NP_416107.1_1580
b1591	NP_416108.2	P69853	dmsD	lcl|NC_000913.3_cds_NP_416108.2_1581
b1592	NP_416109.2	P76175	clcB	lcl|NC_000913.3_cds_NP_416109.2_1582
b1593	NP_416110.4	P0A6E9	bidA	lcl|NC_000913.3_cds_NP_416110.4_1583
b1594	NP_416111.1	P50456	mlc	lcl|NC_000913.3_cds_NP_416111.1_1584
b1595	NP_416112.1	P77559	ynfL	lcl|NC_000913.3_cds_NP_416112.1_1585
b1596	NP_416113.1	P43531	ynfM	lcl|NC_000913.3_cds_NP_416113.1_1586
b1597	NP_416114.2	P36560	asr	lcl|NC_000913.3_cds_NP_416114.2_1587
b4601	YP_001165320.1	A5A617	ydgU	lcl|NC_000913.3_cds_YP_001165320.1_1588
b1598	NP_416115.1	P76176	ydgD	lcl|NC_000913.3_cds_NP_416115.1_1589
b1599	NP_416116.1	P69210	mdtI	lcl|NC_000913.3_cds_NP_416116.1_1590
b1600	NP_416117.1	P69212	mdtJ	lcl|NC_000913.3_cds_NP_416117.1_1591
b4777	YP_010051187.1	P0DSF5	mdtU	lcl|NC_000913.3_cds_YP_010051187.1_1592
b1601	NP_416118.1	P0AFS5	tqsA	lcl|NC_000913.3_cds_NP_416118.1_1593
b1602	NP_416119.1	P0AB67	pntB	lcl|NC_000913.3_cds_NP_416119.1_1594
b1603	NP_416120.1	P07001	pntA	lcl|NC_000913.3_cds_NP_416120.1_1595
b1604	NP_416121.1	P76177	ydgH	lcl|NC_000913.3_cds_NP_416121.1_1596
b1605	NP_416122.1	P0AAE5	ydgI	lcl|NC_000913.3_cds_NP_416122.1_1597
b1606	NP_416123.1	P0AFS3	folM	lcl|NC_000913.3_cds_NP_416123.1_1598
b1607	NP_416124.1	P0ACX0	ydgC	lcl|NC_000913.3_cds_NP_416124.1_1599
b1608	NP_416125.2	P52108	rstA	lcl|NC_000913.3_cds_NP_416125.2_1600
b1609	NP_416126.1	P18392	rstB	lcl|NC_000913.3_cds_NP_416126.1_1601
b1610	NP_416127.1	P16525	tus	lcl|NC_000913.3_cds_NP_416127.1_1602
b1611	NP_416128.1	P05042	fumC	lcl|NC_000913.3_cds_NP_416128.1_1603
b1612	NP_416129.1	P0AC33	fumA	lcl|NC_000913.3_cds_NP_416129.1_1604
b1613	NP_416130.3	P00946	manA	lcl|NC_000913.3_cds_NP_416130.3_1605
b1614	NP_416131.1	P77804	ydgA	lcl|NC_000913.3_cds_NP_416131.1_1606
b1615	NP_416132.2	Q47706	uidC	lcl|NC_000913.3_cds_NP_416132.2_1607
b1616	NP_416133.1	P0CE44	uidB	lcl|NC_000913.3_cds_NP_416133.1_1608
b1617	NP_416134.1	P05804	uidA	lcl|NC_000913.3_cds_NP_416134.1_1609
b1618	NP_416135.1	P0ACT6	uidR	lcl|NC_000913.3_cds_NP_416135.1_1610
b1619	NP_416136.1	P0AET8	hdhA	lcl|NC_000913.3_cds_NP_416136.1_1611
b1620	NP_416137.1	P18811	malI	lcl|NC_000913.3_cds_NP_416137.1_1612
b1621	NP_416138.1	P19642	malX	lcl|NC_000913.3_cds_NP_416138.1_1613
b1622	NP_416139.1	P23256	malY	lcl|NC_000913.3_cds_NP_416139.1_1614
b1623	NP_416140.1	P22333	add	lcl|NC_000913.3_cds_NP_416140.1_1615
b1624	NP_416141.4	P77376	ydgJ	lcl|NC_000913.3_cds_NP_416141.4_1616
b4409	YP_025303.1	P56976	blr	lcl|NC_000913.3_cds_YP_025303.1_1617
b1625	NP_416142.1	P64467	cnu	lcl|NC_000913.3_cds_NP_416142.1_1618
b1626	NP_416143.2	P76180	ydgK	lcl|NC_000913.3_cds_NP_416143.2_1619
b1627	NP_416144.1	P0A766	rsxA	lcl|NC_000913.3_cds_NP_416144.1_1620
b1628	NP_416145.1	P77223	rsxB	lcl|NC_000913.3_cds_NP_416145.1_1621
b1629	NP_416146.1	P77611	rsxC	lcl|NC_000913.3_cds_NP_416146.1_1622
b1630	NP_416147.1	P76182	rsxD	lcl|NC_000913.3_cds_NP_416147.1_1623
b1631	NP_416148.1	P77285	rsxG	lcl|NC_000913.3_cds_NP_416148.1_1624
b1632	NP_416149.1	P77179	rsxE	lcl|NC_000913.3_cds_NP_416149.1_1625
b1633	NP_416150.1	P0AB83	nth	lcl|NC_000913.3_cds_NP_416150.1_1626
b1634	NP_416151.1	P77304	dtpA	lcl|NC_000913.3_cds_NP_416151.1_1627
b1635	NP_416152.1	P0A9D2	gstA	lcl|NC_000913.3_cds_NP_416152.1_1628
b1636	NP_416153.1	P77150	pdxY	lcl|NC_000913.3_cds_NP_416153.1_1629
b1637	NP_416154.1	P0AGJ9	tyrS	lcl|NC_000913.3_cds_NP_416154.1_1630
b1638	NP_416155.1	P0AFI7	pdxH	lcl|NC_000913.3_cds_NP_416155.1_1631
b1639	NP_416156.4	P28224	mliC	lcl|NC_000913.3_cds_NP_416156.4_1632
b1640	NP_416157.1	P77570	anmK	lcl|NC_000913.3_cds_NP_416157.1_1633
b1641	YP_025304.1	P0A905	slyB	lcl|NC_000913.3_cds_YP_025304.1_1634
b1642	NP_416159.2	P0A8W2	slyA	lcl|NC_000913.3_cds_NP_416159.2_1635
b1643	NP_416160.1	P64471	ydhI	lcl|NC_000913.3_cds_NP_416160.1_1636
b1644	NP_416161.4	P76185	ydhJ	lcl|NC_000913.3_cds_NP_416161.4_1637
b1645	NP_416162.1	P76186	ydhK	lcl|NC_000913.3_cds_NP_416162.1_1638
b1646	NP_416163.1	P0AGD1	sodC	lcl|NC_000913.3_cds_NP_416163.1_1639
b1647	YP_025305.1	P76187	ydhF	lcl|NC_000913.3_cds_YP_025305.1_1640
b1648	NP_416165.2	P64474	ydhL	lcl|NC_000913.3_cds_NP_416165.2_1641
b1649	NP_416166.3	P67430	nemR	lcl|NC_000913.3_cds_NP_416166.3_1642
b1650	NP_416167.1	P77258	nemA	lcl|NC_000913.3_cds_NP_416167.1_1643
b1651	NP_416168.1	P0AC81	gloA	lcl|NC_000913.3_cds_NP_416168.1_1644
b1652	NP_416169.1	P30014	rnt	lcl|NC_000913.3_cds_NP_416169.1_1645
